0,1,2,3,4,5
8,32,5,37,27,14
8,32,5,37,30,14
8,32,5,37,33,14
8,32,6,21,17,14
8,32,6,21,27,14
8,32,6,21,30,14
8,32,6,21,33,14
8,32,6,27,17,14
8,32,6,27,30,14
8,32,6,30,17,14
8,32,6,33,17,14
8,32,6,33,27,14
8,32,6,33,30,14
8,32,6,37,17,14
8,32,6,37,21,14
8,32,6,37,27,14
8,32,6,37,30,14
8,32,6,37,33,14
8,32,15,3,5,6
8,32,15,3,5,14
8,32,15,3,6,14
8,32,15,3,17,14
8,32,15,3,21,14
8,32,15,3,23,6
8,32,15,3,23,14
8,32,15,3,27,14
8,32,15,3,29,6
8,32,15,3,29,14
8,32,15,3,30,14
8,32,15,3,33,14
8,32,15,3,37,14
8,32,15,4,3,5
8,32,15,4,3,6
8,32,15,4,3,14
8,32,15,4,5,6
8,32,15,4,5,14
8,32,15,4,6,14
8,32,15,4,17,14
8,32,15,4,19,3
8,32,15,4,19,5
8,32,15,4,19,6
8,32,15,4,19,14
8,32,15,4,21,14
8,32,15,4,23,6
8,32,15,4,23,14
8,32,15,4,27,14
8,32,15,4,29,6
8,32,15,4,29,14
8,32,15,4,30,14
8,32,15,4,33,14
8,32,15,4,37,14
8,32,15,5,6,14
8,32,15,5,17,14
8,32,15,5,21,14
8,32,15,5,23,6
8,32,15,5,23,14
8,32,15,5,27,14
8,32,15,5,29,6
8,32,15,5,29,14
8,32,15,5,30,14
8,32,15,5,33,14
8,32,15,5,37,14
8,32,15,6,17,14
8,32,15,6,21,14
8,32,15,6,27,14
8,32,15,6,30,14
8,32,15,6,33,14
8,32,15,6,37,14
8,32,15,19,3,5
8,32,15,19,3,6
8,32,15,19,3,14
8,32,15,19,5,6
8,32,15,19,5,14
8,32,15,19,6,14
8,32,15,19,17,14
8,32,15,19,21,14
8,32,15,19,23,6
8,32,15,19,23,14
8,32,15,19,27,14
8,32,15,19,29,6
8,32,15,19,29,14
8,32,15,19,30,14
8,32,15,19,33,14
8,32,15,19,37,14
8,32,15,21,17,14
8,32,15,21,27,14
8,32,15,21,30,14
8,32,15,21,33,14
8,32,15,22,3,5
8,32,15,22,3,6
8,32,15,22,3,14
8,32,15,22,4,3
8,32,15,22,4,5
8,32,15,22,4,6
8,32,15,22,4,14
8,32,15,22,5,6
8,32,15,22,5,14
8,32,15,22,6,14
8,32,15,22,17,14
8,32,15,22,19,3
8,32,15,22,19,5
8,32,15,22,19,6
8,32,15,22,19,14
8,32,15,22,21,14
8,32,15,22,23,6
8,32,15,22,23,14
8,32,15,22,27,14
8,32,15,22,29,6
8,32,15,22,29,14
8,32,15,22,30,14
8,32,15,22,33,14
8,32,15,22,37,14
8,32,15,23,6,14
8,32,15,23,17,14
8,32,15,23,21,14
8,32,15,23,27,14
8,32,15,23,29,6
8,32,15,23,29,14
8,32,15,23,30,14
8,32,15,23,33,14
8,32,15,23,37,14
8,32,15,27,17,14
8,32,15,27,30,14
8,32,15,29,6,14
8,32,15,29,17,14
8,32,15,29,21,14
8,32,15,29,27,14
8,32,15,29,30,14
8,32,15,29,33,14
8,32,15,29,37,14
8,32,15,30,17,14
8,32,15,31,3,5
8,32,15,31,3,6
8,32,15,31,3,14
8,32,15,31,4,3
8,32,15,31,4,5
8,32,15,31,4,6
8,32,15,31,4,14
8,32,15,31,5,6
8,32,15,31,5,14
8,32,15,31,6,14
8,32,15,31,17,14
8,32,15,31,19,3
8,32,15,31,19,5
8,32,15,31,19,6
8,32,15,31,19,14
8,32,15,31,21,14
8,32,15,31,22,3
8,32,15,31,22,4
8,32,15,31,22,5
8,32,15,31,22,6
8,32,15,31,22,14
8,32,15,31,23,6
8,32,15,31,23,14
8,32,15,31,27,14
8,32,15,31,29,6
8,32,15,31,29,14
8,32,15,31,30,14
8,32,15,31,33,14
8,32,15,31,37,14
8,32,15,33,17,14
8,32,15,33,27,14
8,32,15,33,30,14
8,32,15,37,17,14
8,32,15,37,21,14
8,32,15,37,27,14
8,32,15,37,30,14
8,32,15,37,33,14
8,32,19,3,5,6
8,32,19,3,5,14
8,32,19,3,6,14
8,32,19,3,17,14
8,32,19,3,21,14
8,32,19,3,23,6
8,32,19,3,23,14
8,32,19,3,27,14
8,32,19,3,29,6
8,32,19,3,29,14
8,32,19,3,30,14
8,32,19,3,33,14
8,32,19,3,37,14
8,32,19,5,6,14
8,32,19,5,17,14
8,32,19,5,21,14
8,32,19,5,23,6
8,32,19,5,23,14
8,32,19,5,27,14
8,32,19,5,29,6
8,32,19,5,29,14
8,32,19,5,30,14
8,32,19,5,33,14
8,32,19,5,37,14
8,32,19,6,17,14
8,32,19,6,21,14
8,32,19,6,27,14
8,32,19,6,30,14
8,32,19,6,33,14
8,32,19,6,37,14
8,32,19,21,17,14
8,32,19,21,27,14
8,32,19,21,30,14
8,32,19,21,33,14
8,32,19,23,6,14
8,32,19,23,17,14
8,32,19,23,21,14
8,32,19,23,27,14
8,32,19,23,29,6
8,32,19,23,29,14
8,32,19,23,30,14
8,32,19,23,33,14
8,32,19,23,37,14
8,32,19,27,17,14
8,32,19,27,30,14
8,32,19,29,6,14
8,32,19,29,17,14
8,32,19,29,21,14
8,32,19,29,27,14
8,32,19,29,30,14
8,32,19,29,33,14
8,32,19,29,37,14
8,32,19,30,17,14
8,32,19,33,17,14
8,32,19,33,27,14
8,32,19,33,30,14
8,32,19,37,17,14
8,32,19,37,21,14
8,32,19,37,27,14
8,32,19,37,30,14
8,32,19,37,33,14
8,32,21,27,17,14
8,32,21,27,30,14
8,32,21,30,17,14
8,32,21,33,17,14
8,32,21,33,27,14
8,32,21,33,30,14
8,32,22,3,5,6
8,32,22,3,5,14
8,32,22,3,6,14
8,32,22,3,17,14
8,32,22,3,21,14
8,32,22,3,23,6
8,32,22,3,23,14
8,32,22,3,27,14
8,32,22,3,29,6
8,32,22,3,29,14
8,32,22,3,30,14
8,32,22,3,33,14
8,32,22,3,37,14
8,32,22,4,3,5
8,32,22,4,3,6
8,32,22,4,3,14
8,32,22,4,5,6
8,32,22,4,5,14
8,32,22,4,6,14
8,32,22,4,17,14
8,32,22,4,19,3
8,32,22,4,19,5
8,32,22,4,19,6
8,32,22,4,19,14
8,32,22,4,21,14
8,32,22,4,23,6
8,32,22,4,23,14
8,32,22,4,27,14
8,32,22,4,29,6
8,32,22,4,29,14
8,32,22,4,30,14
8,32,22,4,33,14
8,32,22,4,37,14
8,32,22,5,6,14
8,32,22,5,17,14
8,32,22,5,21,14
8,32,22,5,23,6
8,32,22,5,23,14
8,32,22,5,27,14
8,32,22,5,29,6
8,32,22,5,29,14
8,32,22,5,30,14
8,32,22,5,33,14
8,32,22,5,37,14
8,32,22,6,17,14
8,32,22,6,21,14
8,32,22,6,27,14
8,32,22,6,30,14
8,32,22,6,33,14
8,32,22,6,37,14
8,32,22,19,3,5
8,32,22,19,3,6
8,32,22,19,3,14
8,32,22,19,5,6
8,32,22,19,5,14
8,32,22,19,6,14
8,32,22,19,17,14
8,32,22,19,21,14
8,32,22,19,23,6
8,32,22,19,23,14
8,32,22,19,27,14
8,32,22,19,29,6
8,32,22,19,29,14
8,32,22,19,30,14
8,32,22,19,33,14
8,32,22,19,37,14
8,32,22,21,17,14
8,32,22,21,27,14
8,32,22,21,30,14
8,32,22,21,33,14
8,32,22,23,6,14
8,32,22,23,17,14
8,32,22,23,21,14
8,32,22,23,27,14
8,32,22,23,29,6
8,32,22,23,29,14
8,32,22,23,30,14
8,32,22,23,33,14
8,32,22,23,37,14
8,32,22,27,17,14
8,32,22,27,30,14
8,32,22,29,6,14
8,32,22,29,17,14
8,32,22,29,21,14
8,32,22,29,27,14
8,32,22,29,30,14
8,32,22,29,33,14
8,32,22,29,37,14
8,32,22,30,17,14
8,32,22,33,17,14
8,32,22,33,27,14
8,32,22,33,30,14
8,32,22,37,17,14
8,32,22,37,21,14
8,32,22,37,27,14
8,32,22,37,30,14
8,32,22,37,33,14
8,32,23,6,17,14
8,32,23,6,21,14
8,32,23,6,27,14
8,32,23,6,30,14
8,32,23,6,33,14
8,32,23,6,37,14
8,32,23,21,17,14
8,32,23,21,27,14
8,32,23,21,30,14
8,32,23,21,33,14
8,32,23,27,17,14
8,32,23,27,30,14
8,32,23,29,6,14
8,32,23,29,17,14
8,32,23,29,21,14
8,32,23,29,27,14
8,32,23,29,30,14
8,32,23,29,33,14
8,32,23,29,37,14
8,32,23,30,17,14
8,32,23,33,17,14
8,32,23,33,27,14
8,32,23,33,30,14
8,32,23,37,17,14
8,32,23,37,21,14
8,32,23,37,27,14
8,32,23,37,30,14
8,32,23,37,33,14
8,32,24,1,3,5
8,32,24,1,3,6
8,32,24,1,3,14
8,32,24,1,4,3
8,32,24,1,4,5
8,32,24,1,4,6
8,32,24,1,4,14
8,32,24,1,5,6
8,32,24,1,5,14
8,32,24,1,6,14
8,32,24,1,15,3
8,32,24,1,15,4
8,32,24,1,15,5
8,32,24,1,15,6
8,32,24,1,15,14
8,32,24,1,17,14
8,32,24,1,19,3
8,32,24,1,19,5
8,32,24,1,19,6
8,32,24,1,19,14
8,32,24,1,21,14
8,32,24,1,22,3
8,32,24,1,22,4
8,32,24,1,22,5
8,32,24,1,22,6
8,32,24,1,22,14
8,32,24,1,23,6
8,32,24,1,23,14
8,32,24,1,27,14
8,32,24,1,29,6
8,32,24,1,29,14
8,32,24,1,30,14
8,32,24,1,31,3
8,32,24,1,31,4
8,32,24,1,31,5
8,32,24,1,31,6
8,32,24,1,31,14
8,32,24,1,33,14
8,32,24,1,35,3
8,32,24,1,35,4
8,32,24,1,35,5
8,32,24,1,35,6
8,32,24,1,35,14
8,32,24,1,37,14
8,32,24,3,5,6
8,32,24,3,5,14
8,32,24,3,6,14
8,32,24,3,17,14
8,32,24,3,21,14
8,32,24,3,23,6
8,32,24,3,23,14
8,32,24,3,27,14
8,32,24,3,29,6
8,32,24,3,29,14
8,32,24,3,30,14
8,32,24,3,33,14
8,32,24,3,37,14
8,32,24,4,3,5
8,32,24,4,3,6
8,32,24,4,3,14
8,32,24,4,5,6
8,32,24,4,5,14
8,32,24,4,6,14
8,32,24,4,17,14
8,32,24,4,19,3
8,32,24,4,19,5
8,32,24,4,19,6
8,32,24,4,19,14
8,32,24,4,21,14
8,32,24,4,23,6
8,32,24,4,23,14
8,32,24,4,27,14
8,32,24,4,29,6
8,32,24,4,29,14
8,32,24,4,30,14
8,32,24,4,33,14
8,32,24,4,37,14
8,32,24,5,6,14
8,32,24,5,17,14
8,32,24,5,21,14
8,32,24,5,23,6
8,32,24,5,23,14
8,32,24,5,27,14
8,32,24,5,29,6
8,32,24,5,29,14
8,32,24,5,30,14
8,32,24,5,33,14
8,32,24,5,37,14
8,32,24,6,17,14
8,32,24,6,21,14
8,32,24,6,27,14
8,32,24,6,30,14
8,32,24,6,33,14
8,32,24,6,37,14
8,32,24,15,3,5
8,32,24,15,3,6
8,32,24,15,3,14
8,32,24,15,4,3
8,32,24,15,4,5
8,32,24,15,4,6
8,32,24,15,4,14
8,32,24,15,5,6
8,32,24,15,5,14
8,32,24,15,6,14
8,32,24,15,17,14
8,32,24,15,19,3
8,32,24,15,19,5
8,32,24,15,19,6
8,32,24,15,19,14
8,32,24,15,21,14
8,32,24,15,22,3
8,32,24,15,22,4
8,32,24,15,22,5
8,32,24,15,22,6
8,32,24,15,22,14
8,32,24,15,23,6
8,32,24,15,23,14
8,32,24,15,27,14
8,32,24,15,29,6
8,32,24,15,29,14
8,32,24,15,30,14
8,32,24,15,31,3
8,32,24,15,31,4
8,32,24,15,31,5
8,32,24,15,31,6
8,32,24,15,31,14
8,32,24,15,33,14
8,32,24,15,37,14
8,32,24,19,3,5
8,32,24,19,3,6
8,32,24,19,3,14
8,32,24,19,5,6
8,32,24,19,5,14
8,32,24,19,6,14
8,32,24,19,17,14
8,32,24,19,21,14
8,32,24,19,23,6
8,32,24,19,23,14
8,32,24,19,27,14
8,32,24,19,29,6
8,32,24,19,29,14
8,32,24,19,30,14
8,32,24,19,33,14
8,32,24,19,37,14
8,32,24,21,17,14
8,32,24,21,27,14
8,32,24,21,30,14
8,32,24,21,33,14
8,32,24,22,3,5
8,32,24,22,3,6
8,32,24,22,3,14
8,32,24,22,4,3
8,32,24,22,4,5
8,32,24,22,4,6
8,32,24,22,4,14
8,32,24,22,5,6
8,32,24,22,5,14
8,32,24,22,6,14
8,32,24,22,17,14
8,32,24,22,19,3
8,32,24,22,19,5
8,32,24,22,19,6
8,32,24,22,19,14
8,32,24,22,21,14
8,32,24,22,23,6
8,32,24,22,23,14
8,32,24,22,27,14
8,32,24,22,29,6
8,32,24,22,29,14
8,32,24,22,30,14
8,32,24,22,33,14
8,32,24,22,37,14
8,32,24,23,6,14
8,32,24,23,17,14
8,32,24,23,21,14
8,32,24,23,27,14
8,32,24,23,29,6
8,32,24,23,29,14
8,32,24,23,30,14
8,32,24,23,33,14
8,32,24,23,37,14
8,32,24,27,17,14
8,32,24,27,30,14
8,32,24,29,6,14
8,32,24,29,17,14
8,32,24,29,21,14
8,32,24,29,27,14
8,32,24,29,30,14
8,32,24,29,33,14
8,32,24,29,37,14
8,32,24,30,17,14
8,32,24,31,3,5
8,32,24,31,3,6
8,32,24,31,3,14
8,32,24,31,4,3
8,32,24,31,4,5
8,32,24,31,4,6
8,32,24,31,4,14
8,32,24,31,5,6
8,32,24,31,5,14
8,32,24,31,6,14
8,32,24,31,17,14
8,32,24,31,19,3
8,32,24,31,19,5
8,32,24,31,19,6
8,32,24,31,19,14
8,32,24,31,21,14
8,32,24,31,22,3
8,32,24,31,22,4
8,32,24,31,22,5
8,32,24,31,22,6
8,32,24,31,22,14
8,32,24,31,23,6
8,32,24,31,23,14
8,32,24,31,27,14
8,32,24,31,29,6
8,32,24,31,29,14
8,32,24,31,30,14
8,32,24,31,33,14
8,32,24,31,37,14
8,32,24,33,17,14
8,32,24,33,27,14
8,32,24,33,30,14
8,32,24,35,3,5
8,32,24,35,3,6
8,32,24,35,3,14
8,32,24,35,4,3
8,32,24,35,4,5
8,32,24,35,4,6
8,32,24,35,4,14
8,32,24,35,5,6
8,32,24,35,5,14
8,32,24,35,6,14
8,32,24,35,15,3
8,32,24,35,15,4
8,32,24,35,15,5
8,32,24,35,15,6
8,32,24,35,15,14
8,32,24,35,17,14
8,32,24,35,19,3
8,32,24,35,19,5
8,32,24,35,19,6
8,32,24,35,19,14
8,32,24,35,21,14
8,32,24,35,22,3
8,32,24,35,22,4
8,32,24,35,22,5
8,32,24,35,22,6
8,32,24,35,22,14
8,32,24,35,23,6
8,32,24,35,23,14
8,32,24,35,27,14
8,32,24,35,29,6
8,32,24,35,29,14
8,32,24,35,30,14
8,32,24,35,31,3
8,32,24,35,31,4
8,32,24,35,31,5
8,32,24,35,31,6
8,32,24,35,31,14
8,32,24,35,33,14
8,32,24,35,37,14
8,32,24,36,1,3
8,32,24,36,1,4
8,32,24,36,1,5
8,32,24,36,1,6
8,32,24,36,1,14
8,32,24,36,3,5
8,32,24,36,3,6
8,32,24,36,3,14
8,32,24,36,4,3
8,32,24,36,4,5
8,32,24,36,4,6
8,32,24,36,4,14
8,32,24,36,5,6
8,32,24,36,5,14
8,32,24,36,6,14
8,32,24,36,15,3
8,32,24,36,15,4
8,32,24,36,15,5
8,32,24,36,15,6
8,32,24,36,15,14
8,32,24,36,17,14
8,32,24,36,19,3
8,32,24,36,19,5
8,32,24,36,19,6
8,32,24,36,19,14
8,32,24,36,21,14
8,32,24,36,22,3
8,32,24,36,22,4
8,32,24,36,22,5
8,32,24,36,22,6
8,32,24,36,22,14
8,32,24,36,23,6
8,32,24,36,23,14
8,32,24,36,27,14
8,32,24,36,29,6
8,32,24,36,29,14
8,32,24,36,30,14
8,32,24,36,31,3
8,32,24,36,31,4
8,32,24,36,31,5
8,32,24,36,31,6
8,32,24,36,31,14
8,32,24,36,33,14
8,32,24,36,35,3
8,32,24,36,35,4
8,32,24,36,35,5
8,32,24,36,35,6
8,32,24,36,35,14
8,32,24,36,37,14
8,32,24,37,17,14
8,32,24,37,21,14
8,32,24,37,27,14
8,32,24,37,30,14
8,32,24,37,33,14
8,32,27,30,17,14
8,32,29,6,17,14
8,32,29,6,21,14
8,32,29,6,27,14
8,32,29,6,30,14
8,32,29,6,33,14
8,32,29,6,37,14
8,32,29,21,17,14
8,32,29,21,27,14
8,32,29,21,30,14
8,32,29,21,33,14
8,32,29,27,17,14
8,32,29,27,30,14
8,32,29,30,17,14
8,32,29,33,17,14
8,32,29,33,27,14
8,32,29,33,30,14
8,32,29,37,17,14
8,32,29,37,21,14
8,32,29,37,27,14
8,32,29,37,30,14
8,32,29,37,33,14
8,32,31,3,5,6
8,32,31,3,5,14
8,32,31,3,6,14
8,32,31,3,17,14
8,32,31,3,21,14
8,32,31,3,23,6
8,32,31,3,23,14
8,32,31,3,27,14
8,32,31,3,29,6
8,32,31,3,29,14
8,32,31,3,30,14
8,32,31,3,33,14
8,32,31,3,37,14
8,32,31,4,3,5
8,32,31,4,3,6
8,32,31,4,3,14
8,32,31,4,5,6
8,32,31,4,5,14
8,32,31,4,6,14
8,32,31,4,17,14
8,32,31,4,19,3
8,32,31,4,19,5
8,32,31,4,19,6
8,32,31,4,19,14
8,32,31,4,21,14
8,32,31,4,23,6
8,32,31,4,23,14
8,32,31,4,27,14
8,32,31,4,29,6
8,32,31,4,29,14
8,32,31,4,30,14
8,32,31,4,33,14
8,32,31,4,37,14
8,32,31,5,6,14
8,32,31,5,17,14
8,32,31,5,21,14
8,32,31,5,23,6
8,32,31,5,23,14
8,32,31,5,27,14
8,32,31,5,29,6
8,32,31,5,29,14
8,32,31,5,30,14
8,32,31,5,33,14
8,32,31,5,37,14
8,32,31,6,17,14
8,32,31,6,21,14
8,32,31,6,27,14
8,32,31,6,30,14
8,32,31,6,33,14
8,32,31,6,37,14
8,32,31,19,3,5
8,32,31,19,3,6
8,32,31,19,3,14
8,32,31,19,5,6
8,32,31,19,5,14
8,32,31,19,6,14
8,32,31,19,17,14
8,32,31,19,21,14
8,32,31,19,23,6
8,32,31,19,23,14
8,32,31,19,27,14
8,32,31,19,29,6
8,32,31,19,29,14
8,32,31,19,30,14
8,32,31,19,33,14
8,32,31,19,37,14
8,32,31,21,17,14
8,32,31,21,27,14
8,32,31,21,30,14
8,32,31,21,33,14
8,32,31,22,3,5
8,32,31,22,3,6
8,32,31,22,3,14
8,32,31,22,4,3
8,32,31,22,4,5
8,32,31,22,4,6
8,32,31,22,4,14
8,32,31,22,5,6
8,32,31,22,5,14
8,32,31,22,6,14
8,32,31,22,17,14
8,32,31,22,19,3
8,32,31,22,19,5
8,32,31,22,19,6
8,32,31,22,19,14
8,32,31,22,21,14
8,32,31,22,23,6
8,32,31,22,23,14
8,32,31,22,27,14
8,32,31,22,29,6
8,32,31,22,29,14
8,32,31,22,30,14
8,32,31,22,33,14
8,32,31,22,37,14
8,32,31,23,6,14
8,32,31,23,17,14
8,32,31,23,21,14
8,32,31,23,27,14
8,32,31,23,29,6
8,32,31,23,29,14
8,32,31,23,30,14
8,32,31,23,33,14
8,32,31,23,37,14
8,32,31,27,17,14
8,32,31,27,30,14
8,32,31,29,6,14
8,32,31,29,17,14
8,32,31,29,21,14
8,32,31,29,27,14
8,32,31,29,30,14
8,32,31,29,33,14
8,32,31,29,37,14
8,32,31,30,17,14
8,32,31,33,17,14
8,32,31,33,27,14
8,32,31,33,30,14
8,32,31,37,17,14
8,32,31,37,21,14
8,32,31,37,27,14
8,32,31,37,30,14
8,32,31,37,33,14
8,32,33,27,17,14
8,32,33,27,30,14
8,32,33,30,17,14
8,32,35,3,5,6
8,32,35,3,5,14
8,32,35,3,6,14
8,32,35,3,17,14
8,32,35,3,21,14
8,32,35,3,23,6
8,32,35,3,23,14
8,32,35,3,27,14
8,32,35,3,29,6
8,32,35,3,29,14
8,32,35,3,30,14
8,32,35,3,33,14
8,32,35,3,37,14
8,32,35,4,3,5
8,32,35,4,3,6
8,32,35,4,3,14
8,32,35,4,5,6
8,32,35,4,5,14
8,32,35,4,6,14
8,32,35,4,17,14
8,32,35,4,19,3
8,32,35,4,19,5
8,32,35,4,19,6
8,32,35,4,19,14
8,32,35,4,21,14
8,32,35,4,23,6
8,32,35,4,23,14
8,32,35,4,27,14
8,32,35,4,29,6
8,32,35,4,29,14
8,32,35,4,30,14
8,32,35,4,33,14
8,32,35,4,37,14
8,32,35,5,6,14
8,32,35,5,17,14
8,32,35,5,21,14
8,32,35,5,23,6
8,32,35,5,23,14
8,32,35,5,27,14
8,32,35,5,29,6
8,32,35,5,29,14
8,32,35,5,30,14
8,32,35,5,33,14
8,32,35,5,37,14
8,32,35,6,17,14
8,32,35,6,21,14
8,32,35,6,27,14
8,32,35,6,30,14
8,32,35,6,33,14
8,32,35,6,37,14
8,32,35,15,3,5
8,32,35,15,3,6
8,32,35,15,3,14
8,32,35,15,4,3
8,32,35,15,4,5
8,32,35,15,4,6
8,32,35,15,4,14
8,32,35,15,5,6
8,32,35,15,5,14
8,32,35,15,6,14
8,32,35,15,17,14
8,32,35,15,19,3
8,32,35,15,19,5
8,32,35,15,19,6
8,32,35,15,19,14
8,32,35,15,21,14
8,32,35,15,22,3
8,32,35,15,22,4
8,32,35,15,22,5
8,32,35,15,22,6
8,32,35,15,22,14
8,32,35,15,23,6
8,32,35,15,23,14
8,32,35,15,27,14
8,32,35,15,29,6
8,32,35,15,29,14
8,32,35,15,30,14
8,32,35,15,31,3
8,32,35,15,31,4
8,32,35,15,31,5
8,32,35,15,31,6
8,32,35,15,31,14
8,32,35,15,33,14
8,32,35,15,37,14
8,32,35,19,3,5
8,32,35,19,3,6
8,32,35,19,3,14
8,32,35,19,5,6
8,32,35,19,5,14
8,32,35,19,6,14
8,32,35,19,17,14
8,32,35,19,21,14
8,32,35,19,23,6
8,32,35,19,23,14
8,32,35,19,27,14
8,32,35,19,29,6
8,32,35,19,29,14
8,32,35,19,30,14
8,32,35,19,33,14
8,32,35,19,37,14
8,32,35,21,17,14
8,32,35,21,27,14
8,32,35,21,30,14
8,32,35,21,33,14
8,32,35,22,3,5
8,32,35,22,3,6
8,32,35,22,3,14
8,32,35,22,4,3
8,32,35,22,4,5
8,32,35,22,4,6
8,32,35,22,4,14
8,32,35,22,5,6
8,32,35,22,5,14
8,32,35,22,6,14
8,32,35,22,17,14
8,32,35,22,19,3
8,32,35,22,19,5
8,32,35,22,19,6
8,32,35,22,19,14
8,32,35,22,21,14
8,32,35,22,23,6
8,32,35,22,23,14
8,32,35,22,27,14
8,32,35,22,29,6
8,32,35,22,29,14
8,32,35,22,30,14
8,32,35,22,33,14
8,32,35,22,37,14
8,32,35,23,6,14
8,32,35,23,17,14
8,32,35,23,21,14
8,32,35,23,27,14
8,32,35,23,29,6
8,32,35,23,29,14
8,32,35,23,30,14
8,32,35,23,33,14
8,32,35,23,37,14
8,32,35,27,17,14
8,32,35,27,30,14
8,32,35,29,6,14
8,32,35,29,17,14
8,32,35,29,21,14
8,32,35,29,27,14
8,32,35,29,30,14
8,32,35,29,33,14
8,32,35,29,37,14
8,32,35,30,17,14
8,32,35,31,3,5
8,32,35,31,3,6
8,32,35,31,3,14
8,32,35,31,4,3
8,32,35,31,4,5
8,32,35,31,4,6
8,32,35,31,4,14
8,32,35,31,5,6
8,32,35,31,5,14
8,32,35,31,6,14
8,32,35,31,17,14
8,32,35,31,19,3
8,32,35,31,19,5
8,32,35,31,19,6
8,32,35,31,19,14
8,32,35,31,21,14
8,32,35,31,22,3
8,32,35,31,22,4
8,32,35,31,22,5
8,32,35,31,22,6
8,32,35,31,22,14
8,32,35,31,23,6
8,32,35,31,23,14
8,32,35,31,27,14
8,32,35,31,29,6
8,32,35,31,29,14
8,32,35,31,30,14
8,32,35,31,33,14
8,32,35,31,37,14
8,32,35,33,17,14
8,32,35,33,27,14
8,32,35,33,30,14
8,32,35,37,17,14
8,32,35,37,21,14
8,32,35,37,27,14
8,32,35,37,30,14
8,32,35,37,33,14
8,32,36,1,3,5
8,32,36,1,3,6
8,32,36,1,3,14
8,32,36,1,4,3
8,32,36,1,4,5
8,32,36,1,4,6
8,32,36,1,4,14
8,32,36,1,5,6
8,32,36,1,5,14
8,32,36,1,6,14
8,32,36,1,15,3
8,32,36,1,15,4
8,32,36,1,15,5
8,32,36,1,15,6
8,32,36,1,15,14
8,32,36,1,17,14
8,32,36,1,19,3
8,32,36,1,19,5
8,32,36,1,19,6
8,32,36,1,19,14
8,32,36,1,21,14
8,32,36,1,22,3
8,32,36,1,22,4
8,32,36,1,22,5
8,32,36,1,22,6
8,32,36,1,22,14
8,32,36,1,23,6
8,32,36,1,23,14
8,32,36,1,27,14
8,32,36,1,29,6
8,32,36,1,29,14
8,32,36,1,30,14
8,32,36,1,31,3
8,32,36,1,31,4
8,32,36,1,31,5
8,32,36,1,31,6
8,32,36,1,31,14
8,32,36,1,33,14
8,32,36,1,35,3
8,32,36,1,35,4
8,32,36,1,35,5
8,32,36,1,35,6
8,32,36,1,35,14
8,32,36,1,37,14
8,32,36,3,5,6
8,32,36,3,5,14
8,32,36,3,6,14
8,32,36,3,17,14
8,32,36,3,21,14
8,32,36,3,23,6
8,32,36,3,23,14
8,32,36,3,27,14
8,32,36,3,29,6
8,32,36,3,29,14
8,32,36,3,30,14
8,32,36,3,33,14
8,32,36,3,37,14
8,32,36,4,3,5
8,32,36,4,3,6
8,32,36,4,3,14
8,32,36,4,5,6
8,32,36,4,5,14
8,32,36,4,6,14
8,32,36,4,17,14
8,32,36,4,19,3
8,32,36,4,19,5
8,32,36,4,19,6
8,32,36,4,19,14
8,32,36,4,21,14
8,32,36,4,23,6
8,32,36,4,23,14
8,32,36,4,27,14
8,32,36,4,29,6
8,32,36,4,29,14
8,32,36,4,30,14
8,32,36,4,33,14
8,32,36,4,37,14
8,32,36,5,6,14
8,32,36,5,17,14
8,32,36,5,21,14
8,32,36,5,23,6
8,32,36,5,23,14
8,32,36,5,27,14
8,32,36,5,29,6
8,32,36,5,29,14
8,32,36,5,30,14
8,32,36,5,33,14
8,32,36,5,37,14
8,32,36,6,17,14
8,32,36,6,21,14
8,32,36,6,27,14
8,32,36,6,30,14
8,32,36,6,33,14
8,32,36,6,37,14
8,32,36,15,3,5
8,32,36,15,3,6
8,32,36,15,3,14
8,32,36,15,4,3
8,32,36,15,4,5
8,32,36,15,4,6
8,32,36,15,4,14
8,32,36,15,5,6
8,32,36,15,5,14
8,32,36,15,6,14
8,32,36,15,17,14
8,32,36,15,19,3
8,32,36,15,19,5
8,32,36,15,19,6
8,32,36,15,19,14
8,32,36,15,21,14
8,32,36,15,22,3
8,32,36,15,22,4
8,32,36,15,22,5
8,32,36,15,22,6
8,32,36,15,22,14
8,32,36,15,23,6
8,32,36,15,23,14
8,32,36,15,27,14
8,32,36,15,29,6
8,32,36,15,29,14
8,32,36,15,30,14
8,32,36,15,31,3
8,32,36,15,31,4
8,32,36,15,31,5
8,32,36,15,31,6
8,32,36,15,31,14
8,32,36,15,33,14
8,32,36,15,37,14
8,32,36,19,3,5
8,32,36,19,3,6
8,32,36,19,3,14
8,32,36,19,5,6
8,32,36,19,5,14
8,32,36,19,6,14
8,32,36,19,17,14
8,32,36,19,21,14
8,32,36,19,23,6
8,32,36,19,23,14
8,32,36,19,27,14
8,32,36,19,29,6
8,32,36,19,29,14
8,32,36,19,30,14
8,32,36,19,33,14
8,32,36,19,37,14
8,32,36,21,17,14
8,32,36,21,27,14
8,32,36,21,30,14
8,32,36,21,33,14
8,32,36,22,3,5
8,32,36,22,3,6
8,32,36,22,3,14
8,32,36,22,4,3
8,32,36,22,4,5
8,32,36,22,4,6
8,32,36,22,4,14
8,32,36,22,5,6
8,32,36,22,5,14
8,32,36,22,6,14
8,32,36,22,17,14
