0,1,2,3,4,5
1,15,23,29,21,14
1,15,23,29,27,14
1,15,23,29,30,14
1,15,23,29,33,14
1,15,23,29,37,14
1,15,23,30,17,14
1,15,23,33,17,14
1,15,23,33,27,14
1,15,23,33,30,14
1,15,23,37,17,14
1,15,23,37,21,14
1,15,23,37,27,14
1,15,23,37,30,14
1,15,23,37,33,14
1,15,27,30,17,14
1,15,29,6,17,14
1,15,29,6,21,14
1,15,29,6,27,14
1,15,29,6,30,14
1,15,29,6,33,14
1,15,29,6,37,14
1,15,29,21,17,14
1,15,29,21,27,14
1,15,29,21,30,14
1,15,29,21,33,14
1,15,29,27,17,14
1,15,29,27,30,14
1,15,29,30,17,14
1,15,29,33,17,14
1,15,29,33,27,14
1,15,29,33,30,14
1,15,29,37,17,14
1,15,29,37,21,14
1,15,29,37,27,14
1,15,29,37,30,14
1,15,29,37,33,14
1,15,31,3,5,6
1,15,31,3,5,14
1,15,31,3,6,14
1,15,31,3,17,14
1,15,31,3,21,14
1,15,31,3,23,6
1,15,31,3,23,14
1,15,31,3,27,14
1,15,31,3,29,6
1,15,31,3,29,14
1,15,31,3,30,14
1,15,31,3,33,14
1,15,31,3,37,14
1,15,31,4,3,5
1,15,31,4,3,6
1,15,31,4,3,14
1,15,31,4,5,6
1,15,31,4,5,14
1,15,31,4,6,14
1,15,31,4,17,14
1,15,31,4,19,3
1,15,31,4,19,5
1,15,31,4,19,6
1,15,31,4,19,14
1,15,31,4,21,14
1,15,31,4,23,6
1,15,31,4,23,14
1,15,31,4,27,14
1,15,31,4,29,6
1,15,31,4,29,14
1,15,31,4,30,14
1,15,31,4,33,14
1,15,31,4,37,14
1,15,31,5,6,14
1,15,31,5,17,14
1,15,31,5,21,14
1,15,31,5,23,6
1,15,31,5,23,14
1,15,31,5,27,14
1,15,31,5,29,6
1,15,31,5,29,14
1,15,31,5,30,14
1,15,31,5,33,14
1,15,31,5,37,14
1,15,31,6,17,14
1,15,31,6,21,14
1,15,31,6,27,14
1,15,31,6,30,14
1,15,31,6,33,14
1,15,31,6,37,14
1,15,31,19,3,5
1,15,31,19,3,6
1,15,31,19,3,14
1,15,31,19,5,6
1,15,31,19,5,14
1,15,31,19,6,14
1,15,31,19,17,14
1,15,31,19,21,14
1,15,31,19,23,6
1,15,31,19,23,14
1,15,31,19,27,14
1,15,31,19,29,6
1,15,31,19,29,14
1,15,31,19,30,14
1,15,31,19,33,14
1,15,31,19,37,14
1,15,31,21,17,14
1,15,31,21,27,14
1,15,31,21,30,14
1,15,31,21,33,14
1,15,31,22,3,5
1,15,31,22,3,6
1,15,31,22,3,14
1,15,31,22,4,3
1,15,31,22,4,5
1,15,31,22,4,6
1,15,31,22,4,14
1,15,31,22,5,6
1,15,31,22,5,14
1,15,31,22,6,14
1,15,31,22,17,14
1,15,31,22,19,3
1,15,31,22,19,5
1,15,31,22,19,6
1,15,31,22,19,14
1,15,31,22,21,14
1,15,31,22,23,6
1,15,31,22,23,14
1,15,31,22,27,14
1,15,31,22,29,6
1,15,31,22,29,14
1,15,31,22,30,14
1,15,31,22,33,14
1,15,31,22,37,14
1,15,31,23,6,14
1,15,31,23,17,14
1,15,31,23,21,14
1,15,31,23,27,14
1,15,31,23,29,6
1,15,31,23,29,14
1,15,31,23,30,14
1,15,31,23,33,14
1,15,31,23,37,14
1,15,31,27,17,14
1,15,31,27,30,14
1,15,31,29,6,14
1,15,31,29,17,14
1,15,31,29,21,14
1,15,31,29,27,14
1,15,31,29,30,14
1,15,31,29,33,14
1,15,31,29,37,14
1,15,31,30,17,14
1,15,31,33,17,14
1,15,31,33,27,14
1,15,31,33,30,14
1,15,31,37,17,14
1,15,31,37,21,14
1,15,31,37,27,14
1,15,31,37,30,14
1,15,31,37,33,14
1,15,33,27,17,14
1,15,33,27,30,14
1,15,33,30,17,14
1,15,37,21,17,14
1,15,37,21,27,14
1,15,37,21,30,14
1,15,37,21,33,14
1,15,37,27,17,14
1,15,37,27,30,14
1,15,37,30,17,14
1,15,37,33,17,14
1,15,37,33,27,14
1,15,37,33,30,14
1,19,3,5,6,14
1,19,3,5,17,14
1,19,3,5,21,14
1,19,3,5,23,6
1,19,3,5,23,14
1,19,3,5,27,14
1,19,3,5,29,6
1,19,3,5,29,14
1,19,3,5,30,14
1,19,3,5,33,14
1,19,3,5,37,14
1,19,3,6,17,14
1,19,3,6,21,14
1,19,3,6,27,14
1,19,3,6,30,14
1,19,3,6,33,14
1,19,3,6,37,14
1,19,3,21,17,14
1,19,3,21,27,14
1,19,3,21,30,14
1,19,3,21,33,14
1,19,3,23,6,14
1,19,3,23,17,14
1,19,3,23,21,14
1,19,3,23,27,14
1,19,3,23,29,6
1,19,3,23,29,14
1,19,3,23,30,14
1,19,3,23,33,14
1,19,3,23,37,14
1,19,3,27,17,14
1,19,3,27,30,14
1,19,3,29,6,14
1,19,3,29,17,14
1,19,3,29,21,14
1,19,3,29,27,14
1,19,3,29,30,14
1,19,3,29,33,14
1,19,3,29,37,14
1,19,3,30,17,14
1,19,3,33,17,14
1,19,3,33,27,14
1,19,3,33,30,14
1,19,3,37,17,14
1,19,3,37,21,14
1,19,3,37,27,14
1,19,3,37,30,14
1,19,3,37,33,14
1,19,5,6,17,14
1,19,5,6,21,14
1,19,5,6,27,14
1,19,5,6,30,14
1,19,5,6,33,14
1,19,5,6,37,14
1,19,5,21,17,14
1,19,5,21,27,14
1,19,5,21,30,14
1,19,5,21,33,14
1,19,5,23,6,14
1,19,5,23,17,14
1,19,5,23,21,14
1,19,5,23,27,14
1,19,5,23,29,6
1,19,5,23,29,14
1,19,5,23,30,14
1,19,5,23,33,14
1,19,5,23,37,14
1,19,5,27,17,14
1,19,5,27,30,14
1,19,5,29,6,14
1,19,5,29,17,14
1,19,5,29,21,14
1,19,5,29,27,14
1,19,5,29,30,14
1,19,5,29,33,14
1,19,5,29,37,14
1,19,5,30,17,14
1,19,5,33,17,14
1,19,5,33,27,14
1,19,5,33,30,14
1,19,5,37,17,14
1,19,5,37,21,14
1,19,5,37,27,14
1,19,5,37,30,14
1,19,5,37,33,14
1,19,6,21,17,14
1,19,6,21,27,14
1,19,6,21,30,14
1,19,6,21,33,14
1,19,6,27,17,14
1,19,6,27,30,14
1,19,6,30,17,14
1,19,6,33,17,14
1,19,6,33,27,14
1,19,6,33,30,14
1,19,6,37,17,14
1,19,6,37,21,14
1,19,6,37,27,14
1,19,6,37,30,14
1,19,6,37,33,14
1,19,21,27,17,14
1,19,21,27,30,14
1,19,21,30,17,14
1,19,21,33,17,14
1,19,21,33,27,14
1,19,21,33,30,14
1,19,23,6,17,14
1,19,23,6,21,14
1,19,23,6,27,14
1,19,23,6,30,14
1,19,23,6,33,14
1,19,23,6,37,14
1,19,23,21,17,14
1,19,23,21,27,14
1,19,23,21,30,14
1,19,23,21,33,14
1,19,23,27,17,14
1,19,23,27,30,14
1,19,23,29,6,14
1,19,23,29,17,14
1,19,23,29,21,14
1,19,23,29,27,14
1,19,23,29,30,14
1,19,23,29,33,14
1,19,23,29,37,14
1,19,23,30,17,14
1,19,23,33,17,14
1,19,23,33,27,14
1,19,23,33,30,14
1,19,23,37,17,14
1,19,23,37,21,14
1,19,23,37,27,14
1,19,23,37,30,14
1,19,23,37,33,14
1,19,27,30,17,14
1,19,29,6,17,14
1,19,29,6,21,14
1,19,29,6,27,14
1,19,29,6,30,14
1,19,29,6,33,14
1,19,29,6,37,14
1,19,29,21,17,14
1,19,29,21,27,14
1,19,29,21,30,14
1,19,29,21,33,14
1,19,29,27,17,14
1,19,29,27,30,14
1,19,29,30,17,14
1,19,29,33,17,14
1,19,29,33,27,14
1,19,29,33,30,14
1,19,29,37,17,14
1,19,29,37,21,14
1,19,29,37,27,14
1,19,29,37,30,14
1,19,29,37,33,14
1,19,33,27,17,14
1,19,33,27,30,14
1,19,33,30,17,14
1,19,37,21,17,14
1,19,37,21,27,14
1,19,37,21,30,14
1,19,37,21,33,14
1,19,37,27,17,14
1,19,37,27,30,14
1,19,37,30,17,14
1,19,37,33,17,14
1,19,37,33,27,14
1,19,37,33,30,14
1,21,27,30,17,14
1,21,33,27,17,14
1,21,33,27,30,14
1,21,33,30,17,14
1,22,3,5,6,14
1,22,3,5,17,14
1,22,3,5,21,14
1,22,3,5,23,6
1,22,3,5,23,14
1,22,3,5,27,14
1,22,3,5,29,6
1,22,3,5,29,14
1,22,3,5,30,14
1,22,3,5,33,14
